Imagen,cig,Phase 2 clasiffication,explicación clasificación1,clasificación1,Indice,imagen_rotada,explicación clasificación2,clasificación_2
"[[[ 8  6  7]
  [ 8  6  7]
  [ 9  7  8]
  ...
  [ 3  5  2]
  [ 3  5  2]
  [ 2  4  1]]

 [[ 8  6  7]
  [ 9  7  8]
  [ 9  7  8]
  ...
  [ 2  4  1]
  [ 2  4  1]
  [ 2  4  1]]

 [[ 8  6  7]
  [ 9  7  8]
  [10  8  9]
  ...
  [ 2  4  1]
  [ 1  3  0]
  [ 0  2  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 1  1  0]
  ...
  [ 1  0  5]
  [ 1  0  5]
  [ 2  1  6]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 1  1  0]
  ...
  [ 2  1  6]
  [ 2  1  6]
  [ 3  2  7]]

 [[ 0  0  0]
  [ 1  1  0]
  [ 1  1  0]
  ...
  [ 3  2  7]
  [ 3  2  7]
  [ 3  2  7]]]",984, SAB:(s)b sp                                                                                          ,espiral,0,,,espiral barrada intermedia,2
"[[[  4   3   0]
  [  4   3   0]
  [  3   4   0]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  5   4   0]
  [  5   4   0]
  [  4   5   0]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  7   6   2]
  [  7   6   2]
  [  5   6   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[161  35  38]
  [162  36  39]
  [163  37  40]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[163  37  40]
  [163  37  40]
  [164  38  41]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[164  38  41]
  [164  38  41]
  [164  38  41]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]",985, SA(s)d                                                                                               ,espiral,0,,,espiral no barrada,0
"[[[13  3  2]
  [14  4  3]
  [15  5  4]
  ...
  [ 5  4  2]
  [ 5  4  2]
  [ 5  4  2]]

 [[14  4  3]
  [15  5  4]
  [16  6  5]
  ...
  [ 5  4  2]
  [ 5  4  2]
  [ 5  4  2]]

 [[16  6  5]
  [16  6  5]
  [18  8  7]
  ...
  [ 5  4  2]
  [ 5  4  2]
  [ 5  4  2]]

 ...

 [[12  4  2]
  [12  4  2]
  [12  4  2]
  ...
  [31  5  4]
  [30  4  3]
  [29  3  2]]

 [[11  3  0]
  [11  3  0]
  [11  3  0]
  ...
  [29  5  3]
  [28  4  2]
  [27  3  1]]

 [[11  3  0]
  [11  3  0]
  [10  2  0]
  ...
  [27  6  3]
  [27  3  1]
  [27  3  1]]]",987, (R_1'?)SAB_a(rs)b                                                                        ,espiral,0,,,espiral barrada peculiar,3
"[[[ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]
  ...
  [ 3  8  2]
  [ 4  9  3]
  [ 5 10  4]]

 [[ 0  3  2]
  [ 0  2  1]
  [ 0  2  1]
  ...
  [ 2  7  1]
  [ 3  8  2]
  [ 3  8  2]]

 [[ 1  2  4]
  [ 1  2  4]
  [ 0  1  3]
  ...
  [ 0  5  0]
  [ 1  6  0]
  [ 1  6  0]]

 ...

 [[ 4  3  0]
  [ 4  3  0]
  [ 4  3  0]
  ...
  [16  0  3]
  [17  1  4]
  [18  2  5]]

 [[ 3  2  0]
  [ 3  2  0]
  [ 3  2  0]
  ...
  [17  1  4]
  [18  2  5]
  [19  3  6]]

 [[ 1  0  0]
  [ 1  0  0]
  [ 2  1  0]
  ...
  [17  1  4]
  [19  3  6]
  [20  4  7]]]",986, SA(rs)0^+                                                                                          ,espiral,0,,,espiral no barrada,0
"[[[10 16 14]
  [10 16 14]
  [10 16 14]
  ...
  [ 5  7  4]
  [ 5  7  2]
  [ 6  8  3]]

 [[ 9 15 13]
  [ 9 15 13]
  [ 9 15 13]
  ...
  [ 4  6  3]
  [ 4  6  1]
  [ 5  7  2]]

 [[ 8 12 11]
  [ 9 13 12]
  [ 9 13 12]
  ...
  [ 2  4  1]
  [ 3  5  0]
  [ 3  5  0]]

 ...

 [[ 3  3  3]
  [ 2  2  2]
  [ 1  1  1]
  ...
  [ 7  7  5]
  [ 9 10  5]
  [11 12  7]]

 [[ 3  3  3]
  [ 2  2  2]
  [ 1  1  1]
  ...
  [ 6  6  4]
  [ 8  9  4]
  [ 9 10  5]]

 [[ 3  3  3]
  [ 2  2  2]
  [ 1  1  1]
  ...
  [ 5  5  3]
  [ 7  8  3]
  [ 8  9  4]]]",988, SB_xb spw                                                                                          ,espiral,0,,,espiral barrada peculiar,3
"[[[ 3  2  0]
  [ 2  1  0]
  [ 2  1  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 3  2  0]
  [ 2  1  0]
  [ 2  1  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 3  2  0]
  [ 3  2  0]
  [ 2  1  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 6  0  0]
  [ 6  0  0]
  [ 7  1  1]
  ...
  [ 8 13  9]
  [ 9 14 10]
  [10 15 11]]

 [[ 6  0  0]
  [ 6  0  0]
  [ 6  0  0]
  ...
  [ 5 11  7]
  [ 7 13  9]
  [ 8 14 10]]

 [[ 6  0  0]
  [ 6  0  0]
  [ 6  0  0]
  ...
  [ 4 10  6]
  [ 6 12  8]
  [ 7 13  9]]]",989, S_AB(s)bc:                                                                          ,espiral,0,,,espiral barrada intermedia,2
"[[[4 0 3]
  [4 0 3]
  [4 0 3]
  ...
  [3 3 5]
  [3 3 5]
  [3 3 5]]

 [[4 0 3]
  [4 0 3]
  [4 0 3]
  ...
  [2 2 4]
  [3 3 5]
  [3 3 5]]

 [[2 0 3]
  [2 0 3]
  [2 0 3]
  ...
  [2 2 4]
  [2 2 4]
  [3 3 5]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]]",990, dIm                                                                                                  ,irregular,2,,,irregular,7
"[[[ 4  7  0]
  [ 4  7  0]
  [ 4  6  1]
  ...
  [ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]]

 [[ 4  7  0]
  [ 4  7  0]
  [ 4  6  1]
  ...
  [ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]]

 [[ 4  7  0]
  [ 4  7  0]
  [ 4  6  1]
  ...
  [ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]]

 ...

 [[18  7 11]
  [18  7 11]
  [16  5  9]
  ...
  [11  0  6]
  [10  0  7]
  [ 9  0  6]]

 [[16  7 10]
  [16  7 10]
  [14  5  8]
  ...
  [13  0  7]
  [11  0  7]
  [10  0  6]]

 [[16  7 10]
  [15  6  9]
  [14  5  8]
  ...
  [13  0  7]
  [11  0  7]
  [10  0  6]]]",992," S_AB(_rs,ns)c                                                      ",espiral,0,,,espiral barrada intermedia,2
"[[[ 7  9  4]
  [ 8 10  5]
  [ 7 12  6]
  ...
  [23 19 10]
  [22 17 13]
  [20 17 12]]

 [[ 9 11  6]
  [ 9 11  6]
  [ 7 12  6]
  ...
  [22 18  9]
  [20 17 10]
  [19 16 11]]

 [[11 13  8]
  [11 13  8]
  [11 13  8]
  ...
  [22 18  9]
  [18 15  8]
  [15 15  7]]

 ...

 [[ 2  2  0]
  [ 1  1  0]
  [ 1  1  0]
  ...
  [ 4  0  0]
  [ 3  0  0]
  [ 4  0  0]]

 [[ 1  2  0]
  [ 1  2  0]
  [ 1  2  0]
  ...
  [ 5  0  0]
  [ 4  0  0]
  [ 4  0  0]]

 [[ 1  2  0]
  [ 1  2  0]
  [ 1  2  0]
  ...
  [ 5  0  0]
  [ 4  0  0]
  [ 4  0  0]]]",993," (R'?)SAB(s,tb)b                                                                            ",espiral,0,,,espiral barrada intermedia,2
"[[[30 31 13]
  [30 31 13]
  [32 31 13]
  ...
  [81 76 56]
  [79 74 54]
  [79 74 54]]

 [[31 32 14]
  [31 32 14]
  [33 32 14]
  ...
  [81 76 56]
  [80 75 55]
  [79 74 54]]

 [[34 33 15]
  [34 33 15]
  [34 33 15]
  ...
  [81 76 56]
  [80 75 55]
  [79 74 54]]

 ...

 [[57 51 39]
  [57 51 39]
  [57 51 37]
  ...
  [34 22  6]
  [35 23  9]
  [35 23  9]]

 [[59 51 40]
  [59 51 40]
  [59 51 38]
  ...
  [31 22  5]
  [31 22  7]
  [32 23  8]]

 [[60 52 41]
  [60 52 41]
  [60 52 39]
  ...
  [30 21  4]
  [31 22  7]
  [31 22  7]]]",80, SA(s)bc pec                                                                                          ,espiral,0,,,espiral no barrada,0
"[[[27  6 13]
  [27  6 13]
  [25  6 12]
  ...
  [ 4  5  7]
  [ 2  6  5]
  [ 3  7  6]]

 [[26  5 12]
  [25  6 12]
  [25  6 12]
  ...
  [ 3  4  6]
  [ 2  6  5]
  [ 3  7  6]]

 [[25  6 12]
  [25  6 12]
  [24  5 11]
  ...
  [ 3  4  6]
  [ 4  6  5]
  [ 4  6  3]]

 ...

 [[ 5  5  5]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 2  2  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",994, SA0^o                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[ 5  1  0]
  [ 5  1  0]
  [ 4  3  1]
  ...
  [ 4  2  3]
  [ 7  3  4]
  [ 8  4  5]]

 [[ 6  2  1]
  [ 6  2  1]
  [ 5  4  2]
  ...
  [ 4  2  3]
  [ 7  3  4]
  [ 7  3  4]]

 [[ 7  3  2]
  [ 7  3  2]
  [ 6  5  3]
  ...
  [ 3  1  2]
  [ 6  2  3]
  [ 7  3  4]]

 ...

 [[ 7  5  8]
  [10  6  7]
  [14  6  4]
  ...
  [ 6  1  5]
  [ 7  1  5]
  [ 7  1  5]]

 [[ 3  2  7]
  [ 5  3  6]
  [10  4  4]
  ...
  [ 6  1  5]
  [ 7  1  5]
  [ 7  1  5]]

 [[ 0  0  4]
  [ 3  1  4]
  [ 7  3  2]
  ...
  [ 6  1  5]
  [ 7  1  5]
  [ 7  1  5]]]",997, SA(s)c                                                                                               ,espiral,0,,,espiral no barrada,0
"[[[ 9  3  3]
  [10  4  4]
  [10  6  5]
  ...
  [ 5 10  4]
  [ 4  9  3]
  [ 4  9  3]]

 [[10  4  4]
  [11  5  5]
  [10  6  5]
  ...
  [ 7 12  6]
  [ 6 11  5]
  [ 5 10  4]]

 [[12  6  6]
  [12  6  6]
  [11  7  6]
  ...
  [10 15  9]
  [ 9 14  8]
  [ 8 13  7]]

 ...

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 4  2  5]
  [ 4  2  5]
  [ 4  2  5]]

 [[ 1  0  0]
  [ 1  0  0]
  [ 2  0  1]
  ...
  [ 4  2  5]
  [ 4  2  5]
  [ 4  2  5]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [ 4  2  5]
  [ 4  2  5]
  [ 4  2  5]]]",998, (R_2')SAB(r)ab                                                                             ,espiral,0,,,espiral barrada intermedia,2
"[[[ 5  1  0]
  [ 5  1  0]
  [ 4  0  0]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[ 5  1  0]
  [ 5  1  0]
  [ 4  0  0]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[ 5  1  0]
  [ 5  1  0]
  [ 4  0  0]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 ...

 [[ 1 11  3]
  [ 1 11  3]
  [ 3 10  3]
  ...
  [ 5  4 12]
  [ 5  4 12]
  [ 5  4 12]]

 [[ 0  9  1]
  [ 0  9  1]
  [ 0  9  1]
  ...
  [ 3  2 10]
  [ 3  2 10]
  [ 3  2 10]]

 [[ 0  7  0]
  [ 0  7  0]
  [ 0  7  0]
  ...
  [ 3  2 10]
  [ 3  2 10]
  [ 2  1  9]]]",1002, SA(s)bc                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[ 8  8  8]
  [ 7  7  7]
  [ 6  6  6]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[ 8  8  8]
  [ 7  7  7]
  [ 6  6  6]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[ 7  7  7]
  [ 6  6  6]
  [ 5  5  5]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 ...

 [[23 18 15]
  [22 17 13]
  [21 16 13]
  ...
  [ 8  8  8]
  [ 9  9  9]
  [10 10 10]]

 [[23 19 18]
  [20 19 15]
  [17 16 14]
  ...
  [10 10 10]
  [11 11 11]
  [11 11 11]]

 [[21 20 18]
  [20 19 17]
  [16 16 14]
  ...
  [11 11 11]
  [12 12 12]
  [12 12 12]]]",1003, Sc sp                                                                                                ,espiral,0,,,espiral barra indeterminada,4
"[[[19  8  4]
  [19  8  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 7  1  1]]

 [[19  8  4]
  [18  9  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 8  2  2]]

 [[18  9  4]
  [17 10  4]
  [19 12  6]
  ...
  [ 6  2  1]
  [ 7  3  2]
  [ 7  3  2]]

 ...

 [[37 17  8]
  [36 16  7]
  [35 15  6]
  ...
  [ 9  8  6]
  [11  7  6]
  [10  6  5]]

 [[37 17  8]
  [35 15  6]
  [34 14  5]
  ...
  [10  9  7]
  [11  7  6]
  [11  7  6]]

 [[36 16  7]
  [35 15  6]
  [33 13  4]
  ...
  [10  9  7]
  [12  8  7]
  [12  8  7]]]",999, E pec (dust lane)                                                                                    ,elíptica,1,,,elíptica,6
"[[[24 43 24]
  [24 43 24]
  [26 40 25]
  ...
  [ 8  5  0]
  [ 7  4  0]
  [ 6  3  0]]

 [[24 43 24]
  [25 42 24]
  [26 40 25]
  ...
  [10  7  2]
  [ 8  5  0]
  [ 7  4  0]]

 [[26 43 27]
  [25 42 26]
  [27 41 26]
  ...
  [11  8  3]
  [ 9  6  1]
  [ 8  5  0]]

 ...

 [[11  8  1]
  [ 8  8  0]
  [ 6  7  0]
  ...
  [35 38 27]
  [34 37 26]
  [34 37 26]]

 [[ 8  8  0]
  [ 8  8  0]
  [ 6  7  0]
  ...
  [34 37 26]
  [31 37 25]
  [30 36 24]]

 [[ 8  8  0]
  [ 8  8  0]
  [ 6  7  0]
  ...
  [33 36 25]
  [30 36 24]
  [29 35 23]]]",1004, (R')SB(s)c                                                                                 ,espiral,0,,,espiral barrada,1
"[[[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 8  8 10]
  [13 13 15]
  [16 16 18]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 7  7  9]
  [12 12 14]
  [15 15 17]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 5  5  7]
  [10 10 12]
  [13 13 15]]

 ...

 [[ 4  2  5]
  [ 3  1  4]
  [ 3  1  4]
  ...
  [14  9  6]
  [14  9  5]
  [14  9  5]]

 [[ 3  1  4]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [15  7  5]
  [13  8  4]
  [13  8  4]]

 [[ 2  0  3]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [14  6  4]
  [12  7  3]
  [12  7  3]]]",81, S0^- sp / E(d)8                                                                                    ,lenticular,3,,,lenticular,5
"[[[184 210 223]
  [161 187 200]
  [135 158 176]
  ...
  [  4   4   2]
  [  4   4   2]
  [  3   3   1]]

 [[175 198 212]
  [153 176 190]
  [128 149 166]
  ...
  [  4   4   2]
  [  3   3   1]
  [  3   3   1]]

 [[160 182 195]
  [140 162 176]
  [119 138 155]
  ...
  [  3   3   1]
  [  2   2   0]
  [  1   1   0]]

 ...

 [[  3   3   3]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 11   2   3]
  [ 13   4   5]
  [ 15   6   7]]

 [[  3   3   3]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 12   3   4]
  [ 15   6   7]
  [ 17   8   9]]

 [[  3   3   3]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 13   4   5]
  [ 16   7   8]
  [ 18   9  10]]]",1005, SB(rs)cd sp                                                                                          ,espiral,0,,,espiral barrada,1
"[[[ 9  2 10]
  [10  3 11]
  [12  2 11]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 9  2 10]
  [10  3 11]
  [12  2 11]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 9  2  9]
  [10  3 10]
  [10  3 10]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 4  5  7]
  [ 5  6  8]
  [ 7  8 10]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 3  3  3]]

 [[ 4  8  9]
  [ 5  9 10]
  [ 8  9 11]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 3  3  3]]

 [[ 5  9 10]
  [ 6 10 11]
  [ 9 10 12]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 3  3  3]]]",1001," (R')SAB(_rs,nl)a                                                          ",espiral,0,,,espiral barrada intermedia,2
"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 0 3]
  [1 0 2]
  [1 0 2]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 1 4]
  [2 0 3]
  [2 0 3]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [4 2 5]
  [4 2 5]
  [3 1 4]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [2 0 1]
  [3 1 2]
  [4 2 3]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [2 0 1]
  [3 1 2]
  [3 1 2]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [2 0 1]
  [2 0 1]
  [3 1 2]]]",1007, SA(s)bc                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[0 3 6]
  [0 3 6]
  [0 3 6]
  ...
  [4 2 3]
  [3 1 2]
  [3 1 2]]

 [[0 3 6]
  [0 3 6]
  [0 3 6]
  ...
  [5 3 4]
  [4 2 3]
  [3 1 2]]

 [[1 2 4]
  [1 2 4]
  [0 1 3]
  ...
  [6 4 5]
  [5 3 4]
  [4 2 3]]

 ...

 [[4 2 3]
  [4 2 3]
  [5 3 4]
  ...
  [2 0 1]
  [2 0 1]
  [1 0 0]]

 [[7 3 4]
  [7 3 4]
  [7 3 4]
  ...
  [2 0 1]
  [2 0 1]
  [1 0 0]]

 [[7 3 4]
  [7 3 4]
  [8 4 5]
  ...
  [2 0 1]
  [2 0 1]
  [1 0 0]]]",1008," (R')SB(_rs,bl)ab                                                          ",espiral,0,,,espiral barrada,1
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 5  1  2]
  [ 7  1  3]
  [ 7  1  3]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 5  1  2]
  [ 7  1  3]
  [ 8  2  4]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 6  2  3]
  [ 8  2  4]
  [ 8  2  4]]

 ...

 [[11  5  9]
  [10  5  9]
  [10  4  8]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  2  1]]

 [[10  5  9]
  [ 8  6  9]
  [ 9  4  8]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  2  1]]

 [[ 8  6  9]
  [ 8  6  9]
  [ 7  5  8]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  2  1]]]",1010, SA(rs)bc                                                                                             ,espiral,0,,,espiral no barrada,0
"[[[15  4  0]
  [15  4  0]
  [17  4  0]
  ...
  [ 1  3  0]
  [ 2  3  0]
  [ 3  4  0]]

 [[14  3  0]
  [15  4  0]
  [17  4  0]
  ...
  [ 0  2  0]
  [ 2  3  0]
  [ 2  3  0]]

 [[13  2  0]
  [14  3  0]
  [17  4  0]
  ...
  [ 0  2  0]
  [ 0  2  0]
  [ 1  3  0]]

 ...

 [[ 5  5  5]
  [ 5  5  5]
  [ 3  3  3]
  ...
  [ 6  5  3]
  [ 7  6  4]
  [ 8  7  5]]

 [[ 6  6  6]
  [ 5  5  5]
  [ 4  4  4]
  ...
  [ 7  6  4]
  [ 9  8  6]
  [ 9  8  6]]

 [[ 6  6  6]
  [ 5  5  5]
  [ 4  4  4]
  ...
  [ 8  7  5]
  [10  9  7]
  [10  9  7]]]",1009, SA(_rs)ab                                                                           ,espiral,0,,,espiral no barrada,0
"[[[  7   1   3]
  [  7   1   3]
  [  7   1   3]
  ...
  [ 11  10   6]
  [ 12  11   7]
  [ 13  12   8]]

 [[  7   1   3]
  [  7   1   3]
  [  7   1   3]
  ...
  [ 11  10   6]
  [ 11  10   6]
  [ 12  11   7]]

 [[  6   2   3]
  [  6   2   3]
  [  6   2   3]
  ...
  [  9   8   6]
  [ 10   9   7]
  [ 11  10   8]]

 ...

 [[ 10   5   0]
  [ 11   4   0]
  [ 12   0   0]
  ...
  [149  98  32]
  [154 101  33]
  [153 100  32]]

 [[  9   6   0]
  [  8   3   0]
  [ 10   0   0]
  ...
  [132  82  23]
  [136  84  24]
  [135  84  21]]

 [[  9   6   0]
  [  8   3   0]
  [  9   1   0]
  ...
  [122  71  14]
  [126  74  17]
  [125  73  15]]]",1011, SA0^o                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[10  6  7]
  [ 9  5  6]
  [ 9  5  6]
  ...
  [60 10 22]
  [60 10 22]
  [60 10 22]]

 [[ 9  5  6]
  [ 8  4  5]
  [ 8  4  5]
  ...
  [59  9 21]
  [60 10 22]
  [59 11 23]]

 [[ 7  3  4]
  [ 7  3  4]
  [ 6  2  3]
  ...
  [56  8 20]
  [58 10 22]
  [58 12 23]]

 ...

 [[ 3  3  1]
  [ 3  3  1]
  [ 4  4  2]
  ...
  [ 6  2  3]
  [ 7  3  4]
  [ 7  3  4]]

 [[ 2  2  0]
  [ 2  2  0]
  [ 3  3  1]
  ...
  [ 7  1  3]
  [ 8  2  4]
  [ 9  3  5]]

 [[ 2  2  0]
  [ 2  2  0]
  [ 3  3  1]
  ...
  [ 7  1  3]
  [ 8  2  4]
  [ 9  3  5]]]",1012, SA(s)c                                                                                               ,espiral,0,,,espiral no barrada,0
"[[[0 2 1]
  [0 3 2]
  [0 4 0]
  ...
  [4 0 1]
  [4 0 1]
  [4 0 1]]

 [[0 3 2]
  [0 3 2]
  [0 5 1]
  ...
  [4 0 1]
  [4 0 1]
  [4 0 1]]

 [[2 4 1]
  [2 4 1]
  [3 5 2]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 ...

 [[6 2 0]
  [7 3 0]
  [9 5 2]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[5 0 0]
  [7 2 0]
  [9 4 0]
  ...
  [1 1 0]
  [1 1 0]
  [1 1 0]]

 [[4 0 0]
  [6 1 0]
  [8 3 0]
  ...
  [1 1 0]
  [2 2 0]
  [2 2 0]]]",1013, SA0^+ sp                                                                                           ,espiral,0,,,espiral no barrada,0
"[[[ 6  6  4]
  [ 8  8  6]
  [10 10  8]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 6  6  4]
  [ 8  8  6]
  [10 10  8]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 6  6  4]
  [ 8  8  6]
  [10 10  8]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 2  0  1]
  [ 3  1  2]]

 [[ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 2  0  1]
  [ 3  1  2]]

 [[ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 2  0  1]
  [ 3  1  2]]]",1014, (L)SAB(rs)b                                                                                          ,espiral,0,,,espiral barrada intermedia,2
"[[[ 5  5  3]
  [ 4  4  2]
  [ 4  4  2]
  ...
  [31 11  4]
  [31 10  5]
  [30  9  4]]

 [[ 5  5  3]
  [ 4  4  2]
  [ 4  4  2]
  ...
  [29  9  2]
  [31  8  2]
  [29  8  3]]

 [[ 4  4  2]
  [ 4  4  2]
  [ 3  3  1]
  ...
  [32  9  1]
  [32  7  2]
  [31  8  2]]

 ...

 [[ 1  3  2]
  [ 0  2  1]
  [ 0  2  1]
  ...
  [10  0  1]
  [10  0  1]
  [10  0  1]]

 [[ 0  3  2]
  [ 0  2  1]
  [ 0  2  1]
  ...
  [ 9  0  0]
  [10  0  1]
  [11  1  2]]

 [[ 0  3  2]
  [ 0  2  1]
  [ 0  2  1]
  ...
  [10  0  1]
  [11  1  2]
  [11  1  2]]]",1015, SA0^o pec                                                                                          ,espiral,0,,,espiral no barrada,0
"[[[ 1  0  5]
  [ 2  0  6]
  [ 2  0  5]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  0  5]
  [ 2  0  6]
  [ 2  0  5]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 2  0  6]
  [ 2  0  6]
  [ 3  1  6]
  ...
  [ 1  1  0]
  [ 1  1  0]
  [ 1  1  0]]

 ...

 [[ 4  0  1]
  [ 5  1  2]
  [ 7  3  4]
  ...
  [13 12 10]
  [11 10  8]
  [ 9  8  6]]

 [[ 5  1  2]
  [ 6  2  3]
  [ 9  5  6]
  ...
  [11 10  8]
  [ 8  7  5]
  [ 6  5  3]]

 [[ 5  1  2]
  [ 7  3  4]
  [10  6  7]
  ...
  [ 9  8  6]
  [ 6  5  3]
  [ 3  2  0]]]",1016, SA(s)bc                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[15 14 10]
  [16 15 11]
  [19 15 12]
  ...
  [ 3  1  4]
  [ 3  1  4]
  [ 2  0  3]]

 [[13 12  8]
  [14 13  9]
  [17 13 10]
  ...
  [ 4  2  5]
  [ 3  1  4]
  [ 3  1  4]]

 [[11  7  4]
  [12  8  5]
  [14 10  7]
  ...
  [ 5  3  6]
  [ 4  2  5]
  [ 3  1  4]]

 ...

 [[ 4  0  0]
  [ 4  0  1]
  [ 7  1  3]
  ...
  [ 2  2  4]
  [ 2  2  4]
  [ 2  2  4]]

 [[ 6  0  0]
  [ 5  0  1]
  [ 8  0  2]
  ...
  [ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]]

 [[ 6  0  0]
  [ 6  0  0]
  [ 7  0  1]
  ...
  [ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]]]",82, S_AB(s)cd                                                                           ,espiral,0,,,espiral barrada intermedia,2
