Indice,Imagen_auto_scale,cig,Phase 2 clasiffication,explicación clasificación1,clasificación1,imagen_rotada,explicación clasificación2,clasificación_2
227,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [4 4 4]
  [3 3 3]
  [2 2 2]]

 [[1 1 1]
  [1 1 1]
  [2 2 2]
  ...
  [4 4 4]
  [3 3 3]
  [2 2 2]]

 [[1 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [3 3 3]
  [2 2 2]
  [2 2 2]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [5 3 4]
  [5 3 4]
  [5 3 4]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 1 2]
  [3 1 2]
  [4 2 3]]]",338, (R')E4                                                                                     ,elíptica,1,,elíptica,6
228,"[[[ 0  2  1]
  [ 1  3  2]
  [ 2  4  3]
  ...
  [ 4  6  5]
  [ 2  4  3]
  [ 0  2  1]]

 [[ 0  2  1]
  [ 1  3  2]
  [ 3  5  4]
  ...
  [ 4  6  5]
  [ 2  4  3]
  [ 0  2  1]]

 [[ 1  1  1]
  [ 2  2  2]
  [ 3  3  3]
  ...
  [ 4  4  4]
  [ 2  4  3]
  [ 1  3  2]]

 ...

 [[ 0  1  0]
  [ 0  1  0]
  [ 2  2  0]
  ...
  [ 5  3  4]
  [ 5  3  4]
  [ 4  2  3]]

 [[ 0  1  0]
  [ 0  2  0]
  [ 4  4  2]
  ...
  [ 8  6  7]
  [ 8  6  7]
  [ 8  6  7]]

 [[ 0  1  0]
  [ 2  4  1]
  [ 6  6  4]
  ...
  [10  8  9]
  [10  8  9]
  [10  8  9]]]",339," (R_2')SA_B_a(s,nb)bc                                                    ",espiral,0,,espiral barrada intermedia,2
226,"[[[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [3 5 4]
  [3 5 4]
  [2 4 3]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [4 6 5]
  [3 5 4]
  [2 4 3]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [4 6 5]
  [3 5 4]
  [3 5 4]]

 ...

 [[4 4 2]
  [4 4 2]
  [4 4 2]
  ...
  [3 2 0]
  [2 1 0]
  [1 0 0]]

 [[4 4 2]
  [4 4 2]
  [4 4 2]
  ...
  [2 1 0]
  [1 0 0]
  [1 0 0]]

 [[4 4 2]
  [4 4 2]
  [4 4 2]
  ...
  [2 1 0]
  [1 0 0]
  [1 0 0]]]",337, SA(rs)b                                                                                              ,espiral,0,,espiral no barrada,0
22,"[[[3 4 0]
  [3 4 0]
  [3 4 0]
  ...
  [6 4 7]
  [6 4 7]
  [6 4 7]]

 [[3 4 0]
  [3 4 0]
  [3 4 0]
  ...
  [6 4 7]
  [6 4 7]
  [6 4 7]]

 [[3 3 1]
  [3 3 1]
  [3 3 1]
  ...
  [6 4 7]
  [6 4 7]
  [6 4 7]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [3 1 6]
  [3 1 6]
  [3 1 6]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [3 1 6]
  [3 1 6]
  [3 1 6]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [3 1 6]
  [3 1 6]
  [3 1 6]]]",27, Sd: sp                                                                                               ,espiral,0,,espiral barra indeterminada,4
224,"[[[ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]
  ...
  [ 5  4  2]
  [ 5  4  2]
  [ 5  4  2]]

 [[ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]
  ...
  [ 5  4  2]
  [ 5  4  2]
  [ 5  4  2]]

 [[ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]
  ...
  [ 5  4  2]
  [ 5  4  2]
  [ 5  4  2]]

 ...

 [[ 3  1  2]
  [ 3  1  2]
  [ 3  1  2]
  ...
  [10  1  2]
  [10  1  2]
  [10  1  2]]

 [[ 3  1  2]
  [ 3  1  2]
  [ 3  1  2]
  ...
  [10  1  2]
  [10  1  2]
  [10  1  2]]

 [[ 3  1  2]
  [ 3  1  2]
  [ 3  1  2]
  ...
  [10  1  2]
  [10  1  2]
  [10  1  2]]]",335, SA(s)c                                                                                               ,espiral,0,,espiral no barrada,0
230,"[[[ 3  8  2]
  [ 4  9  3]
  [ 5 10  4]
  ...
  [ 2  2  0]
  [ 2  2  0]
  [ 2  2  0]]

 [[ 3  8  2]
  [ 3  8  2]
  [ 4  9  3]
  ...
  [ 2  2  0]
  [ 2  2  0]
  [ 2  2  0]]

 [[ 2  7  1]
  [ 2  7  1]
  [ 3  8  2]
  ...
  [ 2  2  0]
  [ 2  2  0]
  [ 2  2  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [60 48 26]
  [64 49 26]
  [65 50 27]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [63 48 25]
  [67 51 28]
  [68 52 29]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [64 49 26]
  [68 52 29]
  [69 53 30]]]",341, SAa pec                                                                                              ,espiral,0,,espiral no barrada,0
229,"[[[8 2 2]
  [8 2 2]
  [8 2 2]
  ...
  [0 0 2]
  [0 0 4]
  [0 0 4]]

 [[8 2 2]
  [8 2 2]
  [8 2 2]
  ...
  [0 0 2]
  [0 0 4]
  [0 0 4]]

 [[8 4 3]
  [8 4 3]
  [8 4 3]
  ...
  [0 0 2]
  [0 0 4]
  [0 0 4]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 0 0]
  [1 0 0]
  [1 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [3 1 2]
  [2 0 1]
  [2 0 1]]]",340, SA(rs)c                                                                                              ,espiral,0,,espiral no barrada,0
231,"[[[ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]
  ...
  [11  6  0]
  [11  6  0]
  [11  6  0]]

 [[ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]
  ...
  [11  6  0]
  [11  6  0]
  [11  6  0]]

 [[ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]
  ...
  [11  6  0]
  [11  6  0]
  [11  6  0]]

 ...

 [[19  9  8]
  [19  9  8]
  [19  9  8]
  ...
  [14 20 10]
  [14 20 10]
  [14 20 10]]

 [[19  9  8]
  [19  9  8]
  [19  9  8]
  ...
  [13 19  9]
  [14 20 10]
  [14 20 10]]

 [[19  9  8]
  [19  9  8]
  [19  9  8]
  ...
  [13 19  9]
  [14 20 10]
  [14 20 10]]]",342, Sa sp / E(b)2 pec                                                                                    ,espiral,0,,espiral barra indeterminada,4
232,"[[[ 8  8 10]
  [ 8  8 10]
  [ 8  8 10]
  ...
  [13  2  6]
  [13  2  6]
  [13  2  6]]

 [[ 8  8 10]
  [ 8  8 10]
  [ 8  8 10]
  ...
  [13  2  6]
  [13  2  6]
  [13  2  6]]

 [[ 8  8 10]
  [ 8  8 10]
  [ 8  8 10]
  ...
  [12  1  5]
  [12  1  5]
  [12  1  5]]

 ...

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [17 25 28]
  [15 23 26]
  [14 22 25]]

 [[ 3  0  0]
  [ 3  0  0]
  [ 3  0  0]
  ...
  [15 25 27]
  [13 23 25]
  [12 22 24]]

 [[ 3  0  0]
  [ 3  0  0]
  [ 3  0  0]
  ...
  [15 25 27]
  [13 23 25]
  [12 22 24]]]",343, SB(rs)dm                                                                                             ,espiral,0,,espiral barrada,1
233,"[[[6 2 3]
  [6 2 3]
  [6 2 3]
  ...
  [2 1 0]
  [2 1 0]
  [2 1 0]]

 [[6 2 3]
  [6 2 3]
  [6 2 3]
  ...
  [2 1 0]
  [2 1 0]
  [2 1 0]]

 [[6 2 3]
  [6 2 3]
  [6 2 3]
  ...
  [2 1 0]
  [2 1 0]
  [2 1 0]]

 ...

 [[8 0 0]
  [8 0 0]
  [8 0 0]
  ...
  [1 1 0]
  [1 1 0]
  [1 1 0]]

 [[8 0 0]
  [8 0 0]
  [8 0 0]
  ...
  [1 1 0]
  [1 1 0]
  [1 1 0]]

 [[8 0 0]
  [8 0 0]
  [8 0 0]
  ...
  [1 1 0]
  [1 1 0]
  [1 1 0]]]",344, S_AB(s)cd                                                                           ,espiral,0,,espiral barrada intermedia,2
235,"[[[ 5  6 10]
  [ 5  6 10]
  [ 5  6 10]
  ...
  [ 6  2  3]
  [ 6  2  3]
  [ 6  2  3]]

 [[ 5  6 10]
  [ 5  6 10]
  [ 5  6 10]
  ...
  [ 6  2  3]
  [ 6  2  3]
  [ 6  2  3]]

 [[ 5  6 10]
  [ 5  6 10]
  [ 5  6 10]
  ...
  [ 6  2  3]
  [ 6  2  3]
  [ 6  2  3]]

 ...

 [[ 2  3  5]
  [ 2  3  5]
  [ 2  3  5]
  ...
  [ 5  4  2]
  [ 5  4  2]
  [ 5  4  2]]

 [[ 2  3  5]
  [ 2  3  5]
  [ 2  3  5]
  ...
  [ 5  4  2]
  [ 5  4  2]
  [ 5  4  2]]

 [[ 2  3  5]
  [ 2  3  5]
  [ 2  3  5]
  ...
  [ 5  4  2]
  [ 5  4  2]
  [ 5  4  2]]]",346, (R)SA(rl)a                                                                                           ,espiral,0,,espiral no barrada,0
236,"[[[6 4 5]
  [6 4 5]
  [6 4 5]
  ...
  [4 6 3]
  [1 6 2]
  [1 6 2]]

 [[5 3 4]
  [5 3 4]
  [5 3 4]
  ...
  [4 6 3]
  [1 6 2]
  [0 5 1]]

 [[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [3 5 2]
  [2 4 1]
  [2 4 1]]

 ...

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [1 0 0]
  [2 1 0]
  [2 1 0]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [1 0 0]
  [2 1 0]
  [2 1 0]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [1 0 0]
  [1 0 0]
  [2 1 0]]]",348, (R')SAB(s)0/a                                                                              ,espiral,0,,espiral barrada intermedia,2
234,"[[[ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 0  2  1]
  [ 0  2  1]
  [ 1  3  2]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 0  2  1]
  [ 1  3  2]
  [ 1  3  2]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[ 2  2  0]
  [ 2  2  0]
  [ 2  2  0]
  ...
  [ 5  9 10]
  [ 5  9 10]
  [ 5  9 10]]

 [[ 2  2  0]
  [ 2  2  0]
  [ 2  2  0]
  ...
  [ 4  9 12]
  [ 4  9 12]
  [ 4  9 12]]

 [[ 2  2  0]
  [ 2  2  0]
  [ 2  2  0]
  ...
  [ 4  9 12]
  [ 4  9 12]
  [ 4  9 12]]]",345, SAc sp                                                                                               ,espiral,0,,espiral no barrada,0
237,"[[[ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]
  ...
  [ 9  5  6]
  [10  6  7]
  [10  6  7]]

 [[ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]
  ...
  [ 9  5  6]
  [10  6  7]
  [10  6  7]]

 [[ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]
  ...
  [ 9  5  6]
  [10  6  7]
  [10  6  7]]

 ...

 [[ 7  3  4]
  [ 7  3  4]
  [ 8  4  5]
  ...
  [79 57  0]
  [84 59  2]
  [85 60  3]]

 [[ 8  2  4]
  [ 8  2  4]
  [ 9  3  5]
  ...
  [84 59  3]
  [87 61  4]
  [89 63  6]]

 [[ 8  2  4]
  [ 8  2  4]
  [ 9  3  5]
  ...
  [86 61  5]
  [89 63  6]
  [91 65  8]]]",349, Pec (merger)                                                                                         ,peculiar,4,,peculiar,8
238,"[[[8 7 3]
  [8 7 3]
  [8 7 3]
  ...
  [4 9 3]
  [4 9 3]
  [4 9 3]]

 [[8 7 3]
  [8 7 3]
  [8 7 3]
  ...
  [4 9 3]
  [4 9 3]
  [4 9 3]]

 [[8 7 3]
  [8 7 3]
  [8 7 3]
  ...
  [4 9 3]
  [4 9 3]
  [4 9 3]]

 ...

 [[6 5 3]
  [6 5 3]
  [6 5 3]
  ...
  [8 2 2]
  [8 2 2]
  [8 2 2]]

 [[6 5 3]
  [6 5 3]
  [6 5 3]
  ...
  [8 2 2]
  [8 2 2]
  [8 2 2]]

 [[6 5 3]
  [6 5 3]
  [6 5 3]
  ...
  [8 2 2]
  [8 2 2]
  [8 2 2]]]",350, SAB(s)b sp                                                                                           ,espiral,0,,espiral barrada intermedia,2
23,"[[[31 13  3]
  [32 14  4]
  [31 14  4]
  ...
  [ 6  2  3]
  [ 6  2  3]
  [ 7  3  4]]

 [[31 13  3]
  [31 13  3]
  [31 14  4]
  ...
  [ 7  3  4]
  [ 7  3  4]
  [ 7  3  4]]

 [[31 13  3]
  [31 13  3]
  [32 14  4]
  ...
  [ 8  4  5]
  [ 8  4  5]
  [ 8  4  5]]

 ...

 [[10  6  7]
  [10  6  7]
  [ 9  5  6]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]]

 [[ 8  4  5]
  [ 8  4  5]
  [ 8  4  5]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]]

 [[ 7  3  4]
  [ 7  3  4]
  [ 7  3  4]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]]]",29, Sdm sp                                                                                               ,espiral,0,,espiral barra indeterminada,4
239,"[[[14 14  2]
  [14 14  2]
  [14 14  2]
  ...
  [ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]]

 [[14 14  2]
  [14 14  2]
  [14 14  2]
  ...
  [ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]]

 [[14 14  2]
  [14 14  2]
  [14 14  2]
  ...
  [ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]]

 ...

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [16 13  8]
  [17 14  9]
  [17 14  9]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [17 12  8]
  [17 12  8]
  [17 12  8]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [16 11  7]
  [17 12  8]
  [17 12  8]]]",351," (R',R')SB(r)a pec                                                                ",espiral,0,,espiral barrada,1
240,"[[[ 5  0  4]
  [ 5  0  4]
  [ 5  0  4]
  ...
  [47 26  5]
  [47 26  5]
  [47 26  5]]

 [[ 5  0  4]
  [ 5  0  4]
  [ 5  0  4]
  ...
  [47 26  5]
  [47 26  5]
  [47 26  5]]

 [[ 5  0  4]
  [ 5  0  4]
  [ 5  0  4]
  ...
  [45 27  5]
  [45 27  5]
  [45 27  5]]

 ...

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [13 15  4]
  [13 15  4]
  [13 15  4]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [13 15  4]
  [13 15  4]
  [13 15  4]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [13 15  4]
  [13 15  4]
  [13 15  4]]]",352," Im sp / E(b,d)6-7                                                                                    ",elíptica,1,,irregular,7
241,"[[[4 0 1]
  [4 0 1]
  [4 0 1]
  ...
  [6 4 5]
  [5 3 4]
  [5 3 4]]

 [[4 0 1]
  [4 0 1]
  [4 0 1]
  ...
  [5 3 4]
  [5 3 4]
  [5 3 4]]

 [[4 0 1]
  [4 0 1]
  [4 0 1]
  ...
  [5 3 4]
  [4 2 3]
  [4 2 3]]

 ...

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 0 2]
  [3 0 2]
  [3 0 2]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [4 0 2]
  [4 0 2]
  [4 0 2]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [4 0 2]
  [4 0 2]
  [4 0 2]]]",353, SB(rs)dm                                                                                             ,espiral,0,,espiral barrada,1
242,"[[[ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 1  1  1]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 ...

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [23 10 19]
  [26 10 20]
  [26 10 20]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [23 10 20]
  [26 10 21]
  [26 10 21]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [23 10 20]
  [26 10 21]
  [26 10 21]]]",354, SAB(s)dm                                                                                             ,espiral,0,,espiral barrada intermedia,2
243,"[[[21 22 16]
  [21 22 16]
  [21 22 16]
  ...
  [10  6  3]
  [10  6  3]
  [10  6  3]]

 [[21 22 16]
  [21 22 16]
  [21 22 16]
  ...
  [10  6  3]
  [10  6  3]
  [10  6  3]]

 [[22 21 16]
  [22 21 16]
  [21 22 16]
  ...
  [10  6  3]
  [10  6  3]
  [10  6  3]]

 ...

 [[ 8  3  9]
  [ 8  3  9]
  [ 8  3  9]
  ...
  [16 12 13]
  [16 12 13]
  [16 12 13]]

 [[ 8  3  9]
  [ 8  3  9]
  [ 8  3  9]
  ...
  [16 12 13]
  [16 12 13]
  [16 12 13]]

 [[ 8  3  9]
  [ 8  3  9]
  [ 8  3  9]
  ...
  [16 12 13]
  [16 12 13]
  [16 12 13]]]",355, SB(s)dm                                                                                              ,espiral,0,,espiral barrada,1
244,"[[[57 16 24]
  [57 16 24]
  [57 16 24]
  ...
  [ 7  5  8]
  [ 9  4  8]
  [ 9  4  8]]

 [[57 16 24]
  [57 16 24]
  [57 16 24]
  ...
  [ 6  4  7]
  [ 9  4  8]
  [ 9  4  8]]

 [[57 16 24]
  [57 16 24]
  [57 16 24]
  ...
  [ 6  4  7]
  [ 8  3  7]
  [ 9  4  8]]

 ...

 [[27  7  8]
  [27  7  8]
  [28  8  9]
  ...
  [16 12  9]
  [14 13  9]
  [14 13  9]]

 [[27  5  7]
  [28  6  8]
  [28  6  8]
  ...
  [17 14  9]
  [14 13  8]
  [14 13  8]]

 [[27  5  7]
  [27  5  7]
  [28  6  8]
  ...
  [17 14  9]
  [14 13  8]
  [14 13  8]]]",356, SA(s)bc                                                                                              ,espiral,0,,espiral no barrada,0
246,"[[[6 2 1]
  [6 2 1]
  [6 2 1]
  ...
  [2 1 6]
  [2 1 6]
  [2 1 6]]

 [[6 2 1]
  [6 2 1]
  [6 2 1]
  ...
  [2 1 6]
  [2 1 6]
  [2 1 6]]

 [[6 2 1]
  [6 2 1]
  [6 2 1]
  ...
  [2 1 6]
  [2 1 6]
  [2 1 6]]

 ...

 [[4 0 0]
  [4 0 0]
  [4 0 0]
  ...
  [5 1 0]
  [5 1 0]
  [5 1 0]]

 [[5 0 0]
  [5 0 0]
  [5 0 0]
  ...
  [5 1 0]
  [5 1 0]
  [5 1 0]]

 [[5 0 0]
  [5 0 0]
  [5 0 0]
  ...
  [5 1 0]
  [5 1 0]
  [5 1 0]]]",359, (R')SA(rs)a pec                                                                            ,espiral,0,,espiral no barrada,0
247,"[[[ 5  7  4]
  [ 5  7  4]
  [ 5  7  4]
  ...
  [10 10 12]
  [10 10 12]
  [10 10 12]]

 [[ 5  7  4]
  [ 5  7  4]
  [ 5  7  4]
  ...
  [10 10 12]
  [10 10 12]
  [10 10 12]]

 [[ 5  7  4]
  [ 5  7  4]
  [ 5  7  4]
  ...
  [10 10 12]
  [10 10 12]
  [10 10 12]]

 ...

 [[16  3 13]
  [16  3 13]
  [16  3 13]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[17  4 14]
  [17  4 14]
  [17  4 14]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[17  4 14]
  [17  4 14]
  [17  4 14]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]]",360, SA_B(rs)cd                                                                          ,espiral,0,,espiral barrada intermedia,2
248,"[[[ 8  2  4]
  [ 8  2  4]
  [ 8  2  4]
  ...
  [15 11  2]
  [13  9  0]
  [12  8  0]]

 [[ 8  2  4]
  [ 8  2  4]
  [ 8  2  4]
  ...
  [14 10  1]
  [13  9  0]
  [11  7  0]]

 [[ 8  2  4]
  [ 8  2  4]
  [ 8  2  4]
  ...
  [12  9  2]
  [11  8  0]
  [10  7  0]]

 ...

 [[ 6  2  3]
  [ 6  2  3]
  [ 6  2  3]
  ...
  [13  4  5]
  [12  3  4]
  [12  3  4]]

 [[ 7  3  4]
  [ 7  3  4]
  [ 7  3  4]
  ...
  [14  5  6]
  [13  4  5]
  [13  4  5]]

 [[ 7  3  4]
  [ 7  3  4]
  [ 7  3  4]
  ...
  [15  6  7]
  [14  5  6]
  [13  4  5]]]",361, (R')SA(rs)bc                                                                               ,espiral,0,,espiral no barrada,0
245,"[[[ 6  0  0]
  [ 6  0  0]
  [ 6  0  0]
  ...
  [ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]]

 [[ 6  0  0]
  [ 6  0  0]
  [ 6  0  0]
  ...
  [ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]]

 [[ 5  1  0]
  [ 5  1  0]
  [ 5  1  0]
  ...
  [ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]]

 ...

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [16 12  9]
  [16 12  9]
  [16 12  9]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [17 12  8]
  [17 12  8]
  [17 12  8]]

 [[10 10 10]
  [10 10 10]
  [11 11 11]
  ...
  [17 12  8]
  [17 12  8]
  [17 12  8]]]",358, E2                                                                                                   ,elíptica,1,,elíptica,6
24,"[[[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 5  1  2]
  [ 4  0  1]
  [ 4  0  1]]

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 5  1  2]
  [ 4  0  1]
  [ 4  0  1]]

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 3  1  2]
  [ 2  0  1]
  [ 2  0  1]]

 ...

 [[ 4  4  2]
  [ 3  3  1]
  [ 3  3  1]
  ...
  [ 4 14  6]
  [ 3 13  5]
  [ 2 12  4]]

 [[ 4  4  2]
  [ 3  3  1]
  [ 3  3  1]
  ...
  [ 4 14  6]
  [ 3 13  5]
  [ 2 12  4]]

 [[ 4  4  2]
  [ 3  3  1]
  [ 3  3  1]
  ...
  [ 4 14  6]
  [ 3 13  5]
  [ 2 12  4]]]",30, SA(rs)bc                                                                                             ,espiral,0,,espiral no barrada,0
249,"[[[ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]
  ...
  [ 9  0  2]
  [ 9  0  2]
  [ 9  0  2]]

 [[ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]
  ...
  [ 9  0  2]
  [ 9  0  2]
  [ 9  0  2]]

 [[ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]
  ...
  [10  0  3]
  [10  0  3]
  [10  0  3]]

 ...

 [[ 3  0  0]
  [ 3  0  0]
  [ 3  0  0]
  ...
  [ 6  4  7]
  [ 5  3  6]
  [ 4  2  5]]

 [[ 3  0  0]
  [ 3  0  0]
  [ 3  0  0]
  ...
  [ 6  4  7]
  [ 5  3  6]
  [ 4  2  5]]

 [[ 3  0  0]
  [ 3  0  0]
  [ 3  0  0]
  ...
  [ 6  4  7]
  [ 5  3  6]
  [ 4  2  5]]]",362, SA(s)b                                                                                               ,espiral,0,,espiral no barrada,0
252,"[[[8 3 7]
  [8 3 7]
  [8 3 7]
  ...
  [7 3 2]
  [7 3 2]
  [7 3 2]]

 [[8 3 7]
  [8 3 7]
  [8 3 7]
  ...
  [7 3 2]
  [7 3 2]
  [7 3 2]]

 [[8 3 7]
  [8 3 7]
  [8 3 7]
  ...
  [7 3 2]
  [7 3 2]
  [7 3 2]]

 ...

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [4 3 1]
  [4 3 1]
  [4 3 1]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [4 3 1]
  [4 3 1]
  [4 3 1]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [4 3 1]
  [4 3 1]
  [4 3 1]]]",366," (R_1')SA_B(p,r_s)ab                                      ",espiral,0,,espiral barrada intermedia,2
250,"[[[88 30 44]
  [88 30 44]
  [89 31 46]
  ...
  [21  5  8]
  [21  5  8]
  [21  5  8]]

 [[88 30 44]
  [88 30 44]
  [89 31 46]
  ...
  [21  5  8]
  [21  5  8]
  [21  5  8]]

 [[88 30 44]
  [88 30 44]
  [89 31 46]
  ...
  [21  5  8]
  [21  5  8]
  [21  5  8]]

 ...

 [[ 4  5  0]
  [ 4  5  0]
  [ 5  6  1]
  ...
  [11 11  9]
  [10 12  9]
  [10 12  9]]

 [[ 3  4  0]
  [ 3  4  0]
  [ 4  5  0]
  ...
  [10 12  9]
  [10 12  9]
  [10 12  9]]

 [[ 3  4  0]
  [ 3  4  0]
  [ 3  4  0]
  ...
  [10 12  9]
  [10 12  9]
  [10 12  9]]]",364, SA(rl)0^o sp                                                                                       ,espiral,0,,espiral no barrada,0
251,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [8 4 5]
  [8 4 5]
  [8 4 5]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [8 4 5]
  [8 4 5]
  [8 4 5]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [8 4 5]
  [8 4 5]
  [8 4 5]]

 ...

 [[9 9 9]
  [9 9 9]
  [9 9 9]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[9 9 9]
  [9 9 9]
  [9 9 9]
  ...
  [5 5 7]
  [5 5 7]
  [5 5 7]]

 [[9 9 9]
  [9 9 9]
  [9 9 9]
  ...
  [5 5 7]
  [5 5 7]
  [5 5 7]]]",365, SA_B(r)bc pec                                                                       ,espiral,0,,espiral barrada intermedia,2
253,"[[[1 0 0]
  [2 0 1]
  [2 0 1]
  ...
  [6 2 3]
  [7 3 4]
  [7 3 4]]

 [[1 0 0]
  [2 0 1]
  [2 0 1]
  ...
  [5 1 2]
  [6 2 3]
  [7 3 4]]

 [[1 0 0]
  [2 0 1]
  [2 0 1]
  ...
  [4 0 1]
  [5 1 2]
  [6 2 3]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",367, (R')SA(s)c                                                                                 ,espiral,0,,espiral no barrada,0
